DATE,품목명,총반입량,전일,전년,서울청과,농협,중앙청과,동화청과,한국청과,대아청과
2024-04-10,감자,309,213,357,44,0,43,147,74,0
2024-04-09,감자,212,254,0,19,19,19,94,62,0
2024-04-08,감자,254,0,324,9,4,27,107,107,0
2024-04-06,감자,340,282,225,74,0,51,133,82,0
2024-04-05,감자,282,273,365,48,9,56,96,73,0
2024-04-04,감자,274,220,255,60,0,46,102,65,0
2024-04-03,감자,220,309,215,26,0,52,41,101,0
2024-04-02,감자,308,262,0,67,1,51,74,116,0
2024-04-01,감자,262,0,223,23,0,64,80,95,0
2024-03-30,감자,242,311,236,0,1,61,73,107,0
2024-03-29,감자,312,365,262,44,0,26,129,112,0
2024-03-28,감자,366,235,305,42,0,72,155,96,0
2024-03-27,감자,234,333,307,43,0,18,108,66,0
2024-03-26,감자,333,209,0,70,2,44,140,77,0
2024-03-25,감자,210,0,243,12,0,35,120,42,0
2024-03-23,감자,249,179,271,64,0,37,73,75,0
2024-03-22,감자,179,319,293,43,0,16,76,44,0
2024-03-21,감자,319,245,240,41,1,62,101,114,0
2024-03-20,감자,244,239,330,42,0,30,87,86,0
2024-03-19,감자,238,274,0,36,1,28,85,89,0
2024-03-18,감자,274,0,189,50,1,64,96,63,0
2024-03-16,감자,229,318,199,39,0,50,85,54,0
2024-03-15,감자,319,306,245,71,0,24,107,116,0
2024-03-14,감자,306,235,270,60,1,50,101,94,0
2024-03-13,감자,236,250,236,48,0,18,79,90,0
2024-03-12,감자,249,298,0,33,2,30,109,76,0
2024-03-11,감자,299,0,265,26,0,42,138,92,0
2024-03-09,감자,199,271,261,31,4,17,86,61,0
2024-03-08,감자,270,251,346,39,0,44,106,82,0
2024-03-07,감자,250,231,329,66,1,25,76,83,0
2024-03-06,감자,232,276,324,32,0,40,86,73,0
2024-03-05,감자,276,287,0,30,2,48,99,97,0
2024-03-04,감자,286,0,247,56,1,72,82,76,0
2024-03-02,감자,24,219,227,0,0,0,24,0,0
2024-03-01,감자,219,257,255,32,0,35,72,80,0
2024-02-29,감자,257,276,0,23,2,32,102,98,0
2024-02-28,감자,276,352,265,42,0,30,122,82,0
2024-02-27,감자,353,269,212,39,0,58,167,88,0
2024-02-26,감자,270,0,0,51,0,49,76,93,0
2024-02-24,감자,134,211,290,19,0,25,50,40,0
2024-02-23,감자,211,274,233,29,5,33,67,77,0
2024-02-22,감자,273,238,247,66,4,38,89,77,0
2024-02-21,감자,239,248,234,46,0,32,94,66,0
2024-02-20,감자,249,313,253,62,4,34,79,69,0
2024-02-19,감자,313,0,0,55,1,54,120,83,0
2024-02-17,감자,184,190,234,28,4,22,73,58,0
