DATE,품목명,총반입량,전일대비_반입량차이,전일대비_반입량변화율(%)
2023-07-04,토마토,118,-2.0,-1.6666666666666667
2023-07-03,토마토,182,64.0,54.23728813559322
2023-07-01,토마토,130,-52.0,-28.57142857142857
2023-06-30,토마토,159,29.0,22.30769230769231
2023-06-29,토마토,126,-33.0,-20.754716981132077
2023-06-28,토마토,153,27.0,21.428571428571427
2023-06-27,토마토,152,-1.0,-0.6535947712418301
2023-06-26,토마토,243,91.0,59.86842105263158
2023-06-24,토마토,160,-83.0,-34.15637860082305
2023-06-23,토마토,177,17.0,10.625
2023-06-22,토마토,124,-53.0,-29.943502824858758
2023-06-21,토마토,125,1.0,0.8064516129032258
2023-06-20,토마토,150,25.0,20.0
2023-06-19,토마토,232,82.0,54.666666666666664
2023-06-17,토마토,141,-91.0,-39.224137931034484
2023-06-16,토마토,208,67.0,47.5177304964539
2023-06-15,토마토,133,-75.0,-36.05769230769231
2023-06-14,토마토,122,-11.0,-8.270676691729323
2023-06-13,토마토,149,27.0,22.131147540983605
2023-06-12,토마토,195,46.0,30.87248322147651
2023-06-10,토마토,127,-68.0,-34.87179487179487
2023-06-09,토마토,167,40.0,31.496062992125985
2023-06-08,토마토,165,-2.0,-1.1976047904191618
2023-06-07,토마토,139,-26.0,-15.757575757575756
2023-06-06,토마토,173,34.0,24.46043165467626
2023-06-05,토마토,247,74.0,42.77456647398844
2023-06-03,토마토,131,-116.0,-46.963562753036435
2023-06-02,토마토,145,14.0,10.687022900763358
2023-06-01,토마토,103,-42.0,-28.965517241379313
2023-05-31,토마토,268,165.0,160.19417475728156
2023-05-30,토마토,238,-30.0,-11.194029850746269
2023-05-29,토마토,361,123.0,51.68067226890757
2023-05-27,토마토,288,-73.0,-20.221606648199447
2023-05-26,토마토,392,104.0,36.11111111111111
2023-05-25,토마토,280,-112.0,-28.57142857142857
2023-05-24,토마토,355,75.0,26.785714285714285
2023-05-23,토마토,305,-50.0,-14.084507042253522
2023-05-22,토마토,406,101.0,33.114754098360656
2023-05-20,토마토,262,-144.0,-35.467980295566505
2023-05-19,토마토,315,53.0,20.229007633587788
2023-05-18,토마토,232,-83.0,-26.34920634920635
2023-05-17,토마토,300,68.0,29.310344827586203
2023-05-16,토마토,248,-52.0,-17.333333333333336
2023-05-15,토마토,349,101.0,40.725806451612904
2023-05-13,토마토,245,-104.0,-29.799426934097422
2023-05-12,토마토,313,68.0,27.755102040816325
2023-05-11,토마토,210,-103.0,-32.9073482428115
2023-05-10,토마토,256,46.0,21.904761904761905
2023-05-09,토마토,220,-36.0,-14.0625
2023-05-08,토마토,304,84.0,38.18181818181819
2023-05-06,토마토,169,-135.0,-44.40789473684211
2023-05-05,토마토,322,153.0,90.53254437869822
2023-05-04,토마토,236,-86.0,-26.70807453416149
2023-05-03,토마토,231,-5.0,-2.11864406779661
2023-05-02,토마토,201,-30.0,-12.987012987012985
2023-05-01,토마토,376,175.0,87.06467661691542
2023-04-29,토마토,194,-182.0,-48.40425531914894
2023-04-28,토마토,309,115.0,59.27835051546392
2023-04-27,토마토,212,-97.0,-31.3915857605178
2023-04-26,토마토,242,30.0,14.150943396226415
2023-04-25,토마토,234,-8.0,-3.3057851239669422
2023-04-24,토마토,402,168.0,71.7948717948718
2023-04-22,토마토,211,-191.0,-47.51243781094527
2023-04-21,토마토,293,82.0,38.862559241706165
2023-04-20,토마토,182,-111.0,-37.883959044368595
2023-04-19,토마토,196,14.0,7.6923076923076925
2023-04-18,토마토,195,-1.0,-0.5102040816326531
2023-04-17,토마토,329,134.0,68.71794871794872
2023-04-15,토마토,194,-135.0,-41.03343465045592
2023-04-14,토마토,285,91.0,46.90721649484536
2023-04-13,토마토,223,-62.0,-21.75438596491228
2023-04-12,토마토,253,30.0,13.452914798206278
2023-04-11,토마토,218,-35.0,-13.83399209486166
2023-04-10,토마토,314,96.0,44.03669724770643
2023-04-08,토마토,238,-76.0,-24.203821656050955
2023-04-07,토마토,287,49.0,20.588235294117645
2023-04-06,토마토,178,-109.0,-37.97909407665505
2023-04-05,토마토,246,68.0,38.20224719101123
2023-04-04,토마토,202,-44.0,-17.88617886178862
2023-04-03,토마토,312,110.0,54.45544554455446
2023-04-01,토마토,208,-104.0,-33.33333333333333
2023-03-31,토마토,258,50.0,24.03846153846154
2023-03-30,토마토,167,-91.0,-35.27131782945737
2023-03-29,토마토,168,1.0,0.5988023952095809
2023-03-28,토마토,158,-10.0,-5.952380952380952
2023-03-27,토마토,267,109.0,68.9873417721519
2023-03-25,토마토,172,-95.0,-35.580524344569284
2023-03-24,토마토,224,52.0,30.23255813953488
2023-03-23,토마토,149,-75.0,-33.482142857142854
2023-03-22,토마토,199,50.0,33.557046979865774
2023-03-21,토마토,186,-13.0,-6.532663316582915
2023-03-20,토마토,275,89.0,47.8494623655914
2023-03-18,토마토,177,-98.0,-35.63636363636364
2023-03-17,토마토,226,49.0,27.683615819209038
2023-03-16,토마토,148,-78.0,-34.51327433628318
2023-03-15,토마토,189,41.0,27.7027027027027
2023-03-14,토마토,160,-29.0,-15.343915343915343
2023-03-13,토마토,277,117.0,73.125
2023-03-11,토마토,192,-85.0,-30.685920577617328
2023-03-10,토마토,261,69.0,35.9375
2023-03-09,토마토,171,-90.0,-34.48275862068966
2023-03-08,토마토,179,8.0,4.678362573099415
2023-03-07,토마토,200,21.0,11.731843575418994
2023-03-06,토마토,265,65.0,32.5
2023-03-04,토마토,165,-100.0,-37.735849056603776
2023-03-03,토마토,226,61.0,36.96969696969697
2023-03-02,토마토,143,-83.0,-36.72566371681416
2023-03-01,토마토,170,27.0,18.88111888111888
2023-02-28,토마토,163,-7.0,-4.117647058823529
2023-02-27,토마토,229,66.0,40.49079754601227
2023-02-25,토마토,148,-81.0,-35.37117903930131
2023-02-24,토마토,218,70.0,47.2972972972973
2023-02-23,토마토,132,-86.0,-39.44954128440367
2023-02-22,토마토,154,22.0,16.666666666666664
2023-02-21,토마토,137,-17.0,-11.03896103896104
2023-02-20,토마토,208,71.0,51.82481751824818
2023-02-18,토마토,113,-95.0,-45.67307692307692
2023-02-17,토마토,171,58.0,51.32743362831859
2023-02-16,토마토,119,-52.0,-30.409356725146196
2023-02-15,토마토,142,23.0,19.327731092436977
2023-02-14,토마토,146,4.0,2.8169014084507045
2023-02-13,토마토,198,52.0,35.61643835616438
2023-02-11,토마토,129,-69.0,-34.84848484848485
2023-02-10,토마토,218,89.0,68.9922480620155
2023-02-09,토마토,150,-68.0,-31.19266055045872
2023-02-08,토마토,152,2.0,1.3333333333333335
2023-02-07,토마토,119,-33.0,-21.710526315789476
2023-02-06,토마토,208,89.0,74.78991596638656
2023-02-04,토마토,128,-80.0,-38.46153846153847
2023-02-03,토마토,215,87.0,67.96875
2023-02-02,토마토,105,-110.0,-51.162790697674424
2023-02-01,토마토,133,28.0,26.666666666666668
2023-01-31,토마토,114,-19.0,-14.285714285714285
2023-01-30,토마토,201,87.0,76.31578947368422
2023-01-28,토마토,128,-73.0,-36.318407960199
2023-01-27,토마토,203,75.0,58.59375
2023-01-26,토마토,170,-33.0,-16.25615763546798
2023-01-25,토마토,182,12.0,7.0588235294117645
2023-01-21,토마토,55,-127.0,-69.78021978021978
2023-01-20,토마토,221,166.0,301.8181818181818
2023-01-19,토마토,106,-115.0,-52.03619909502263
2023-01-18,토마토,148,42.0,39.62264150943396
2023-01-17,토마토,101,-47.0,-31.756756756756754
2023-01-16,토마토,193,92.0,91.0891089108911
2023-01-14,토마토,155,-38.0,-19.689119170984455
2023-01-13,토마토,209,54.0,34.83870967741935
2023-01-12,토마토,88,-121.0,-57.89473684210527
2023-01-11,토마토,150,62.0,70.45454545454545
2023-01-10,토마토,133,-17.0,-11.333333333333332
2023-01-09,토마토,152,19.0,14.285714285714285
2023-01-07,토마토,125,-27.0,-17.763157894736842
2023-01-06,토마토,178,53.0,42.4
2023-01-05,토마토,107,-71.0,-39.8876404494382
2023-01-04,토마토,218,111.0,103.73831775700934
2023-01-03,토마토,207,-11.0,-5.045871559633028
2022-12-31,토마토,122,-85.0,-41.06280193236715
2022-12-30,토마토,219,97.0,79.50819672131148
2022-12-29,토마토,111,-108.0,-49.31506849315068
2022-12-28,토마토,191,80.0,72.07207207207207
2022-12-27,토마토,118,-73.0,-38.21989528795812
2022-12-26,토마토,144,26.0,22.033898305084744
2022-12-24,토마토,103,-41.0,-28.47222222222222
2022-12-23,토마토,201,98.0,95.14563106796116
2022-12-22,토마토,124,-77.0,-38.308457711442784
2022-12-21,토마토,167,43.0,34.67741935483871
2022-12-20,토마토,133,-34.0,-20.35928143712575
2022-12-19,토마토,172,39.0,29.32330827067669
2022-12-17,토마토,137,-35.0,-20.348837209302324
2022-12-16,토마토,179,42.0,30.656934306569344
2022-12-15,토마토,139,-40.0,-22.3463687150838
2022-12-14,토마토,164,25.0,17.985611510791365
2022-12-13,토마토,145,-19.0,-11.585365853658537
2022-12-12,토마토,238,93.0,64.13793103448275
2022-12-10,토마토,139,-99.0,-41.596638655462186
2022-12-09,토마토,202,63.0,45.32374100719424
2022-12-08,토마토,118,-84.0,-41.584158415841586
2022-12-07,토마토,169,51.0,43.22033898305085
2022-12-06,토마토,133,-36.0,-21.301775147928996
2022-12-05,토마토,192,59.0,44.3609022556391
2022-12-03,토마토,137,-55.0,-28.645833333333332
2022-12-02,토마토,209,72.0,52.55474452554745
2022-12-01,토마토,132,-77.0,-36.84210526315789
2022-11-30,토마토,151,19.0,14.393939393939394
2022-11-29,토마토,192,41.0,27.1523178807947
2022-11-28,토마토,240,48.0,25.0
2022-11-26,토마토,159,-81.0,-33.75
2022-11-25,토마토,229,70.0,44.0251572327044
2022-11-24,토마토,176,-53.0,-23.144104803493452
2022-11-23,토마토,190,14.0,7.954545454545454
2022-11-22,토마토,197,7.0,3.684210526315789
2022-11-21,토마토,221,24.0,12.18274111675127
2022-11-19,토마토,170,-51.0,-23.076923076923077
2022-11-18,토마토,191,21.0,12.352941176470589
2022-11-17,토마토,141,-50.0,-26.17801047120419
2022-11-16,토마토,149,8.0,5.673758865248227
2022-11-15,토마토,152,3.0,2.013422818791946
2022-11-14,토마토,188,36.0,23.684210526315788
2022-11-12,토마토,157,-31.0,-16.48936170212766
2022-11-11,토마토,160,3.0,1.910828025477707
2022-11-10,토마토,129,-31.0,-19.375
2022-11-09,토마토,172,43.0,33.33333333333333
2022-11-08,토마토,150,-22.0,-12.790697674418606
2022-11-07,토마토,182,32.0,21.333333333333336
2022-11-05,토마토,159,-23.0,-12.637362637362637
2022-11-04,토마토,189,30.0,18.867924528301888
2022-11-03,토마토,159,-30.0,-15.873015873015872
2022-11-02,토마토,199,40.0,25.157232704402517
2022-11-01,토마토,178,-21.0,-10.552763819095476
2022-10-31,토마토,228,50.0,28.08988764044944
2022-10-29,토마토,164,-64.0,-28.07017543859649
2022-10-28,토마토,191,27.0,16.463414634146343
2022-10-27,토마토,154,-37.0,-19.3717277486911
2022-10-26,토마토,176,22.0,14.285714285714285
2022-10-25,토마토,152,-24.0,-13.636363636363635
2022-10-24,토마토,211,59.0,38.81578947368421
2022-10-22,토마토,173,-38.0,-18.009478672985782
2022-10-21,토마토,191,18.0,10.404624277456648
2022-10-20,토마토,119,-72.0,-37.696335078534034
2022-10-19,토마토,169,50.0,42.016806722689076
2022-10-18,토마토,141,-28.0,-16.56804733727811
2022-10-17,토마토,193,52.0,36.87943262411347
2022-10-15,토마토,136,-57.0,-29.533678756476682
2022-10-14,토마토,175,39.0,28.676470588235293
2022-10-13,토마토,112,-63.0,-36.0
2022-10-12,토마토,161,49.0,43.75
2022-10-11,토마토,176,15.0,9.316770186335404
2022-10-10,토마토,236,60.0,34.090909090909086
2022-10-08,토마토,190,-46.0,-19.491525423728813
2022-10-07,토마토,178,-12.0,-6.315789473684211
2022-10-06,토마토,132,-46.0,-25.842696629213485
2022-10-05,토마토,145,13.0,9.848484848484848
2022-10-04,토마토,144,-1.0,-0.6896551724137931
2022-10-03,토마토,183,39.0,27.083333333333332
2022-10-01,토마토,158,-25.0,-13.661202185792352
2022-09-30,토마토,162,4.0,2.5316455696202533
2022-09-29,토마토,141,-21.0,-12.962962962962962
2022-09-28,토마토,142,1.0,0.7092198581560284
2022-09-27,토마토,169,27.0,19.014084507042252
2022-09-26,토마토,234,65.0,38.46153846153847
2022-09-24,토마토,190,-44.0,-18.803418803418804
2022-09-23,토마토,197,7.0,3.684210526315789
2022-09-22,토마토,156,-41.0,-20.812182741116754
2022-09-21,토마토,191,35.0,22.435897435897438
2022-09-20,토마토,193,2.0,1.0471204188481675
2022-09-19,토마토,246,53.0,27.461139896373055
2022-09-17,토마토,222,-24.0,-9.75609756097561
2022-09-16,토마토,212,-10.0,-4.504504504504505
2022-09-15,토마토,198,-14.0,-6.60377358490566
2022-09-14,토마토,233,35.0,17.67676767676768
2022-09-13,토마토,250,17.0,7.296137339055794
2022-09-09,토마토,183,-67.0,-26.8
2022-09-08,토마토,187,4.0,2.185792349726776
2022-09-07,토마토,152,-35.0,-18.71657754010695
2022-09-06,토마토,161,9.0,5.921052631578947
2022-09-05,토마토,232,71.0,44.099378881987576
2022-09-03,토마토,158,-74.0,-31.896551724137932
2022-09-02,토마토,128,-30.0,-18.9873417721519
2022-09-01,토마토,141,13.0,10.15625
2022-08-31,토마토,146,5.0,3.546099290780142
2022-08-30,토마토,175,29.0,19.863013698630137
2022-08-29,토마토,241,66.0,37.714285714285715
2022-08-27,토마토,170,-71.0,-29.460580912863072
2022-08-26,토마토,164,-6.0,-3.5294117647058822
2022-08-25,토마토,131,-33.0,-20.121951219512198
2022-08-24,토마토,170,39.0,29.770992366412212
2022-08-23,토마토,166,-4.0,-2.3529411764705883
2022-08-22,토마토,217,51.0,30.72289156626506
2022-08-20,토마토,180,-37.0,-17.050691244239633
2022-08-19,토마토,167,-13.0,-7.222222222222221
2022-08-18,토마토,208,41.0,24.550898203592812
2022-08-17,토마토,207,-1.0,-0.4807692307692308
2022-08-16,토마토,197,-10.0,-4.830917874396135
2022-08-15,토마토,283,86.0,43.65482233502538
2022-08-13,토마토,253,-30.0,-10.60070671378092
2022-08-12,토마토,187,-66.0,-26.08695652173913
2022-08-11,토마토,173,-14.0,-7.4866310160427805
2022-08-10,토마토,151,-22.0,-12.716763005780345
2022-08-09,토마토,167,16.0,10.596026490066226
2022-08-08,토마토,261,94.0,56.287425149700596
2022-08-05,토마토,192,-69.0,-26.436781609195403
2022-08-04,토마토,184,-8.0,-4.166666666666666
2022-08-03,토마토,197,13.0,7.065217391304348
2022-08-02,토마토,165,-32.0,-16.243654822335024
2022-08-01,토마토,209,44.0,26.666666666666668
2022-07-30,토마토,180,-29.0,-13.875598086124402
2022-07-29,토마토,141,-39.0,-21.666666666666668
2022-07-28,토마토,124,-17.0,-12.056737588652481
2022-07-27,토마토,182,58.0,46.774193548387096
2022-07-26,토마토,163,-19.0,-10.43956043956044
2022-07-25,토마토,240,77.0,47.239263803680984
2022-07-23,토마토,196,-44.0,-18.333333333333332
2022-07-22,토마토,150,-46.0,-23.46938775510204
2022-07-21,토마토,164,14.0,9.333333333333334
2022-07-20,토마토,160,-4.0,-2.4390243902439024
2022-07-19,토마토,159,-1.0,-0.625
2022-07-18,토마토,211,52.0,32.70440251572327
2022-07-16,토마토,224,13.0,6.161137440758294
2022-07-15,토마토,181,-43.0,-19.196428571428573
2022-07-14,토마토,195,14.0,7.734806629834254
2022-07-13,토마토,237,42.0,21.53846153846154
2022-07-12,토마토,193,-44.0,-18.565400843881857
2022-07-11,토마토,304,111.0,57.51295336787565
2022-07-09,토마토,217,-87.0,-28.618421052631575
2022-07-08,토마토,227,10.0,4.6082949308755765
2022-07-07,토마토,216,-11.0,-4.845814977973569
2022-07-06,토마토,235,19.0,8.796296296296296
2022-07-05,토마토,226,-9.0,-3.829787234042553
2022-07-04,토마토,273,47.0,20.79646017699115
2022-07-02,토마토,247,-26.0,-9.523809523809524
2022-07-01,토마토,279,32.0,12.955465587044534
2022-06-30,토마토,244,-35.0,-12.544802867383511
2022-06-29,토마토,339,95.0,38.9344262295082
2022-06-28,토마토,329,-10.0,-2.949852507374631
2022-06-27,토마토,426,97.0,29.48328267477204
2022-06-25,토마토,323,-103.0,-24.178403755868544
2022-06-24,토마토,286,-37.0,-11.455108359133128
2022-06-23,토마토,277,-9.0,-3.146853146853147
2022-06-22,토마토,328,51.0,18.4115523465704
2022-06-21,토마토,319,-9.0,-2.7439024390243905
2022-06-20,토마토,404,85.0,26.64576802507837
2022-06-18,토마토,297,-107.0,-26.48514851485149
2022-06-17,토마토,276,-21.0,-7.07070707070707
2022-06-16,토마토,277,1.0,0.36231884057971014
2022-06-15,토마토,261,-16.0,-5.776173285198556
2022-06-14,토마토,289,28.0,10.727969348659004
2022-06-13,토마토,423,134.0,46.36678200692042
2022-06-11,토마토,318,-105.0,-24.822695035460992
2022-06-10,토마토,324,6.0,1.8867924528301887
2022-06-09,토마토,290,-34.0,-10.493827160493826
2022-06-08,토마토,300,10.0,3.4482758620689653
2022-06-07,토마토,272,-28.0,-9.333333333333334
2022-06-06,토마토,369,97.0,35.661764705882355
2022-06-04,토마토,292,-77.0,-20.867208672086722
2022-06-03,토마토,317,25.0,8.561643835616438
2022-06-02,토마토,272,-45.0,-14.195583596214512
2022-06-01,토마토,332,60.0,22.058823529411764
2022-05-31,토마토,308,-24.0,-7.228915662650602
2022-05-30,토마토,392,84.0,27.27272727272727
2022-05-28,토마토,278,-114.0,-29.081632653061224
2022-05-27,토마토,328,50.0,17.985611510791365
2022-05-26,토마토,240,-88.0,-26.82926829268293
2022-05-25,토마토,309,69.0,28.749999999999996
2022-05-24,토마토,318,9.0,2.912621359223301
2022-05-23,토마토,383,65.0,20.440251572327046
2022-05-21,토마토,302,-81.0,-21.148825065274153
2022-05-20,토마토,373,71.0,23.509933774834437
2022-05-19,토마토,296,-77.0,-20.64343163538874
2022-05-18,토마토,332,36.0,12.162162162162163
2022-05-17,토마토,317,-15.0,-4.518072289156627
2022-05-16,토마토,429,112.0,35.33123028391167
2022-05-14,토마토,274,-155.0,-36.13053613053613
2022-05-13,토마토,284,10.0,3.64963503649635
2022-05-12,토마토,228,-56.0,-19.718309859154928
2022-05-11,토마토,235,7.0,3.070175438596491
2022-05-10,토마토,244,9.0,3.829787234042553
2022-05-09,토마토,315,71.0,29.098360655737704
2022-05-07,토마토,224,-91.0,-28.888888888888886
2022-05-06,토마토,284,60.0,26.785714285714285
2022-05-05,토마토,253,-31.0,-10.915492957746478
2022-05-04,토마토,275,22.0,8.695652173913043
2022-05-03,토마토,266,-9.0,-3.272727272727273
2022-05-02,토마토,350,84.0,31.57894736842105
2022-04-30,토마토,255,-95.0,-27.142857142857142
2022-04-29,토마토,275,20.0,7.8431372549019605
2022-04-28,토마토,258,-17.0,-6.181818181818182
2022-04-27,토마토,222,-36.0,-13.953488372093023
2022-04-26,토마토,282,60.0,27.027027027027028
2022-04-25,토마토,320,38.0,13.47517730496454
2022-04-23,토마토,237,-83.0,-25.937500000000004
2022-04-22,토마토,303,66.0,27.848101265822784
2022-04-21,토마토,245,-58.0,-19.141914191419144
2022-04-20,토마토,267,22.0,8.979591836734693
2022-04-19,토마토,282,15.0,5.617977528089887
2022-04-18,토마토,359,77.0,27.30496453900709
2022-04-16,토마토,249,-110.0,-30.64066852367688
2022-04-15,토마토,288,39.0,15.66265060240964
2022-04-14,토마토,241,-47.0,-16.319444444444446
2022-04-13,토마토,275,34.0,14.107883817427386
2022-04-12,토마토,294,19.0,6.909090909090909
2022-04-11,토마토,373,79.0,26.87074829931973
2022-04-09,토마토,241,-132.0,-35.388739946380696
2022-04-08,토마토,303,62.0,25.72614107883817
2022-04-07,토마토,217,-86.0,-28.38283828382838
2022-04-06,토마토,254,37.0,17.050691244239633
2022-04-05,토마토,225,-29.0,-11.41732283464567
2022-04-04,토마토,331,106.0,47.11111111111111
2022-04-02,토마토,211,-120.0,-36.25377643504532
2022-04-01,토마토,278,67.0,31.753554502369667
2022-03-31,토마토,174,-104.0,-37.410071942446045
2022-03-30,토마토,208,34.0,19.54022988505747
2022-03-29,토마토,199,-9.0,-4.326923076923077
2022-03-28,토마토,300,101.0,50.753768844221106
2022-03-26,토마토,172,-128.0,-42.66666666666667
2022-03-25,토마토,229,57.0,33.13953488372093
2022-03-24,토마토,163,-66.0,-28.82096069868996
2022-03-23,토마토,173,10.0,6.134969325153374
2022-03-22,토마토,160,-13.0,-7.514450867052023
2022-03-21,토마토,262,102.0,63.74999999999999
2022-03-19,토마토,162,-100.0,-38.16793893129771
2022-03-18,토마토,247,85.0,52.46913580246913
2022-03-17,토마토,175,-72.0,-29.1497975708502
2022-03-16,토마토,189,14.0,8.0
2022-03-15,토마토,164,-25.0,-13.227513227513226
2022-03-14,토마토,285,121.0,73.78048780487805
2022-03-12,토마토,168,-117.0,-41.05263157894737
2022-03-11,토마토,252,84.0,50.0
2022-03-10,토마토,156,-96.0,-38.095238095238095
2022-03-09,토마토,163,7.0,4.487179487179487
2022-03-08,토마토,194,31.0,19.018404907975462
2022-03-07,토마토,262,68.0,35.051546391752574
2022-03-05,토마토,152,-110.0,-41.98473282442748
2022-03-04,토마토,206,54.0,35.526315789473685
2022-03-03,토마토,148,-58.0,-28.155339805825243
2022-03-02,토마토,154,6.0,4.054054054054054
2022-03-01,토마토,143,-11.0,-7.142857142857142
2022-02-28,토마토,250,107.0,74.82517482517483
2022-02-26,토마토,129,-121.0,-48.4
2022-02-25,토마토,170,41.0,31.782945736434108
2022-02-24,토마토,161,-9.0,-5.294117647058823
2022-02-23,토마토,146,-15.0,-9.316770186335404
2022-02-22,토마토,126,-20.0,-13.698630136986301
2022-02-21,토마토,237,111.0,88.09523809523809
2022-02-19,토마토,126,-111.0,-46.835443037974684
2022-02-18,토마토,170,44.0,34.92063492063492
2022-02-17,토마토,143,-27.0,-15.88235294117647
2022-02-16,토마토,145,2.0,1.3986013986013985
2022-02-15,토마토,134,-11.0,-7.586206896551724
2022-02-14,토마토,195,61.0,45.52238805970149
2022-02-12,토마토,128,-67.0,-34.35897435897436
2022-02-11,토마토,178,50.0,39.0625
2022-02-10,토마토,123,-55.0,-30.89887640449438
2022-02-09,토마토,124,1.0,0.8130081300813009
2022-02-08,토마토,145,21.0,16.93548387096774
2022-02-07,토마토,196,51.0,35.172413793103445
2022-02-05,토마토,206,10.0,5.1020408163265305
2022-02-04,토마토,376,170.0,82.52427184466019
2022-01-30,토마토,62,-314.0,-83.51063829787235
2022-01-29,토마토,157,95.0,153.2258064516129
2022-01-28,토마토,170,13.0,8.280254777070063
2022-01-27,토마토,107,-63.0,-37.05882352941177
2022-01-26,토마토,124,17.0,15.887850467289718
2022-01-25,토마토,109,-15.0,-12.096774193548388
2022-01-24,토마토,170,61.0,55.96330275229357
2022-01-22,토마토,88,-82.0,-48.23529411764706
2022-01-21,토마토,147,59.0,67.04545454545455
2022-01-20,토마토,114,-33.0,-22.448979591836736
2022-01-19,토마토,132,18.0,15.789473684210526
2022-01-18,토마토,94,-38.0,-28.78787878787879
2022-01-17,토마토,171,77.0,81.91489361702128
2022-01-15,토마토,86,-85.0,-49.707602339181285
2022-01-14,토마토,161,75.0,87.20930232558139
2022-01-13,토마토,98,-63.0,-39.130434782608695
2022-01-12,토마토,124,26.0,26.53061224489796
2022-01-11,토마토,112,-12.0,-9.67741935483871
2022-01-10,토마토,172,60.0,53.57142857142857
2022-01-08,토마토,132,-40.0,-23.25581395348837
2022-01-07,토마토,144,12.0,9.090909090909092
2022-01-06,토마토,109,-35.0,-24.305555555555554
2022-01-05,토마토,170,61.0,55.96330275229357
2022-01-04,토마토,136,-34.0,-20.0
2022-01-03,토마토,163,27.0,19.852941176470587
2021-12-31,토마토,175,12.0,7.361963190184049
2021-12-30,토마토,160,-15.0,-8.571428571428571
2021-12-29,토마토,136,-24.0,-15.0
2021-12-28,토마토,119,-17.0,-12.5
2021-12-27,토마토,145,26.0,21.84873949579832
2021-12-25,토마토,131,-14.0,-9.655172413793103
2021-12-24,토마토,202,71.0,54.19847328244275
2021-12-23,토마토,109,-93.0,-46.03960396039604
2021-12-22,토마토,122,13.0,11.926605504587156
2021-12-21,토마토,137,15.0,12.295081967213115
2021-12-20,토마토,151,14.0,10.218978102189782
2021-12-18,토마토,106,-45.0,-29.80132450331126
2021-12-17,토마토,170,64.0,60.37735849056604
2021-12-16,토마토,89,-81.0,-47.647058823529406
2021-12-15,토마토,138,49.0,55.0561797752809
2021-12-14,토마토,121,-17.0,-12.318840579710146
2021-12-13,토마토,144,23.0,19.00826446280992
2021-12-11,토마토,137,-7.0,-4.861111111111112
2021-12-10,토마토,154,17.0,12.408759124087592
2021-12-09,토마토,123,-31.0,-20.12987012987013
2021-12-08,토마토,150,27.0,21.951219512195124
2021-12-07,토마토,110,-40.0,-26.666666666666668
2021-12-06,토마토,141,31.0,28.18181818181818
2021-12-04,토마토,162,21.0,14.893617021276595
2021-12-03,토마토,153,-9.0,-5.555555555555555
2021-12-02,토마토,112,-41.0,-26.797385620915033
2021-12-01,토마토,143,31.0,27.67857142857143
2021-11-30,토마토,154,11.0,7.6923076923076925
2021-11-29,토마토,174,20.0,12.987012987012985
2021-11-27,토마토,170,-4.0,-2.2988505747126435
2021-11-26,토마토,178,8.0,4.705882352941177
2021-11-25,토마토,104,-74.0,-41.57303370786517
2021-11-24,토마토,121,17.0,16.346153846153847
2021-11-23,토마토,123,2.0,1.6528925619834711
2021-11-22,토마토,179,56.0,45.52845528455284
2021-11-20,토마토,153,-26.0,-14.52513966480447
2021-11-19,토마토,160,7.0,4.57516339869281
2021-11-18,토마토,135,-25.0,-15.625
2021-11-17,토마토,107,-28.0,-20.74074074074074
2021-11-16,토마토,129,22.0,20.5607476635514
2021-11-15,토마토,147,18.0,13.953488372093023
2021-11-13,토마토,114,-33.0,-22.448979591836736
2021-11-12,토마토,166,52.0,45.614035087719294
2021-11-11,토마토,114,-52.0,-31.32530120481928
2021-11-10,토마토,150,36.0,31.57894736842105
2021-11-09,토마토,167,17.0,11.333333333333332
2021-11-08,토마토,181,14.0,8.383233532934131
2021-11-06,토마토,161,-20.0,-11.049723756906078
2021-11-05,토마토,182,21.0,13.043478260869565
2021-11-04,토마토,125,-57.0,-31.318681318681318
2021-11-03,토마토,148,23.0,18.4
2021-11-02,토마토,164,16.0,10.81081081081081
2021-11-01,토마토,180,16.0,9.75609756097561
2021-10-30,토마토,193,13.0,7.222222222222221
2021-10-29,토마토,207,14.0,7.253886010362693
2021-10-28,토마토,139,-68.0,-32.850241545893724
2021-10-27,토마토,173,34.0,24.46043165467626
2021-10-26,토마토,166,-7.0,-4.046242774566474
2021-10-25,토마토,201,35.0,21.084337349397593
2021-10-23,토마토,164,-37.0,-18.407960199004975
2021-10-22,토마토,180,16.0,9.75609756097561
2021-10-21,토마토,169,-11.0,-6.111111111111111
2021-10-20,토마토,178,9.0,5.325443786982249
2021-10-19,토마토,205,27.0,15.168539325842698
2021-10-18,토마토,274,69.0,33.65853658536586
2021-10-16,토마토,273,-1.0,-0.36496350364963503
2021-10-15,토마토,250,-23.0,-8.424908424908425
2021-10-14,토마토,176,-74.0,-29.599999999999998
2021-10-13,토마토,222,46.0,26.136363636363637
2021-10-12,토마토,244,22.0,9.90990990990991
2021-10-11,토마토,275,31.0,12.704918032786885
2021-10-09,토마토,216,-59.0,-21.454545454545453
2021-10-08,토마토,227,11.0,5.092592592592593
2021-10-07,토마토,174,-53.0,-23.348017621145374
2021-10-06,토마토,187,13.0,7.471264367816093
2021-10-05,토마토,213,26.0,13.903743315508022
2021-10-04,토마토,231,18.0,8.450704225352112
2021-10-02,토마토,216,-15.0,-6.493506493506493
2021-10-01,토마토,215,-1.0,-0.4629629629629629
