DATE,품목명,총반입량,전일,전년,서울청과,농협,중앙청과,동화청과,한국청과,대아청과
2024-05-15,무,548,556,506,47,0,0,0,18,484
2024-05-14,무,557,644,0,50,0,0,0,30,476
2024-05-13,무,643,0,357,65,0,0,0,21,558
2024-05-11,무,210,432,405,17,0,0,0,4,189
2024-05-10,무,433,466,539,25,0,0,0,13,394
2024-05-09,무,465,473,599,37,0,0,0,18,411
2024-05-08,무,473,462,627,49,0,0,0,13,411
2024-05-07,무,461,515,0,34,0,0,0,17,411
2024-05-06,무,514,0,298,49,0,0,0,25,441
2024-05-04,무,402,559,521,23,0,0,0,24,355
2024-05-03,무,559,537,555,28,0,0,0,23,508
2024-05-02,무,537,452,548,20,0,0,0,14,503
2024-05-01,무,452,496,541,20,0,0,0,11,421
2024-04-30,무,496,504,0,25,0,0,0,10,461
2024-04-29,무,505,0,350,31,0,0,0,6,467
2024-04-27,무,298,369,541,26,0,0,0,12,261
2024-04-26,무,368,518,444,33,0,0,0,12,324
2024-04-25,무,518,752,521,22,0,0,0,17,479
2024-04-24,무,752,660,553,34,0,0,0,17,701
2024-04-23,무,661,523,0,20,0,0,0,6,634
2024-04-22,무,523,0,409,23,0,0,0,16,484
2024-04-20,무,378,456,616,18,0,0,0,0,360
2024-04-19,무,456,509,461,26,0,0,0,9,421
2024-04-18,무,509,507,498,22,0,0,0,4,483
2024-04-17,무,507,601,443,11,0,0,0,0,496
2024-04-16,무,601,598,0,34,0,0,0,4,563
2024-04-15,무,598,0,439,61,0,0,0,24,513
2024-04-13,무,353,498,716,30,0,0,0,0,323
2024-04-12,무,498,577,590,30,0,0,0,13,455
2024-04-11,무,577,555,503,14,0,0,0,15,548
2024-04-10,무,555,452,606,30,0,0,0,11,514
2024-04-09,무,452,516,0,29,0,0,0,9,414
2024-04-08,무,516,0,449,46,0,0,0,18,452
2024-04-06,무,381,550,572,18,0,5,0,13,345
2024-04-05,무,550,769,444,40,0,0,0,6,504
2024-04-04,무,768,633,437,49,0,0,0,22,698
2024-04-03,무,634,546,401,44,0,0,6,21,562
2024-04-02,무,546,565,0,34,0,0,15,13,484
2024-04-01,무,565,0,284,57,0,0,6,12,490
2024-03-30,무,644,595,667,34,0,0,15,17,578
2024-03-29,무,595,272,569,36,0,0,0,20,539
2024-03-28,무,272,429,676,29,0,0,0,16,227
2024-03-27,무,430,515,608,37,0,0,0,16,376
2024-03-26,무,515,623,0,34,0,0,15,16,450
2024-03-25,무,624,0,385,68,0,0,0,31,524
2024-03-23,무,610,593,518,23,0,0,0,6,580
2024-03-22,무,593,403,545,55,0,0,8,15,515
2024-03-21,무,403,507,434,35,0,9,9,17,333
2024-03-20,무,507,509,550,39,0,0,6,24,438
2024-03-19,무,508,777,0,53,0,4,9,23,420
2024-03-18,무,777,0,481,66,0,9,0,32,670
2024-03-16,무,571,704,517,84,0,4,15,30,438
2024-03-15,무,704,684,569,77,0,0,0,19,608
2024-03-14,무,685,507,525,46,0,0,15,21,602
2024-03-13,무,507,496,524,44,0,0,15,15,433
2024-03-12,무,496,570,0,33,0,0,16,25,422
2024-03-11,무,569,0,337,41,0,0,0,24,505
2024-03-09,무,416,382,591,34,0,0,11,13,358
2024-03-08,무,382,472,650,36,0,0,15,11,320
2024-03-07,무,472,654,627,38,0,4,0,10,420
2024-03-06,무,655,794,654,65,0,4,16,19,550
2024-03-05,무,793,"1,085",0,41,0,13,15,13,712
2024-03-04,무,1085,0,515,89,0,10,0,31,955
2024-03-02,무,25,803,595,0,0,0,25,0,0
2024-03-01,무,803,625,449,31,0,4,0,18,750
2024-02-29,무,625,533,0,66,0,0,0,24,535
2024-02-28,무,533,521,498,41,0,4,10,18,460
2024-02-27,무,520,311,546,42,0,4,0,23,452
2024-02-26,무,311,0,0,42,0,6,0,12,251
2024-02-24,무,382,501,551,31,0,0,6,11,334
2024-02-23,무,501,434,567,25,0,0,6,28,442
2024-02-22,무,434,463,582,23,0,4,6,20,381
2024-02-21,무,464,538,701,32,0,9,6,17,399
2024-02-20,무,539,508,770,27,0,0,15,16,480
2024-02-19,무,508,0,0,25,0,4,0,17,462
2024-02-17,무,532,532,417,35,0,0,0,23,474
2024-02-16,무,532,534,339,24,0,0,15,17,476
2024-02-15,무,535,460,439,35,0,0,0,16,483
2024-02-14,무,461,320,499,29,0,0,15,5,411
2024-02-13,무,321,0,534,4,0,0,0,0,316
2024-02-09,무,142,678,501,9,0,0,6,0,127
2024-02-08,무,679,773,596,62,0,0,0,23,593
2024-02-07,무,773,670,753,44,0,0,0,13,716
2024-02-06,무,670,978,583,50,0,4,15,44,557
2024-02-05,무,978,0,0,60,0,0,0,38,880
2024-02-03,무,593,798,672,44,0,0,6,23,519
2024-02-02,무,799,973,670,49,0,0,9,19,721
2024-02-01,무,974,793,502,36,0,0,6,13,918
2024-01-31,무,794,549,233,25,0,0,6,13,749
2024-01-30,무,549,628,188,32,0,0,13,16,488
2024-01-29,무,629,0,0,30,0,0,0,13,585
2024-01-27,무,345,471,656,25,0,0,0,9,311
2024-01-26,무,471,523,237,24,0,0,0,19,428
2024-01-25,무,523,425,277,46,0,4,0,23,450
2024-01-24,무,425,627,0,23,0,4,19,26,353
2024-01-23,무,627,409,0,56,0,0,15,20,536
2024-01-22,무,410,0,0,54,0,4,0,17,334
2024-01-20,무,363,589,377,19,0,0,0,4,339
2024-01-19,무,589,484,617,16,0,0,0,27,546
2024-01-18,무,484,665,584,23,0,0,15,14,432
2024-01-17,무,665,585,591,34,0,0,6,22,603
2024-01-16,무,585,601,560,36,0,0,11,26,512
