year,month,day,intake,avg_price,gap,rate
2015,4,23,54,1119,-27,Special
2015,4,24,416,917,-14,HIGH
2015,4,24,59,1076,-43,Special
2015,4,25,404,797,-120,HIGH
2015,4,25,58,1013,-63,Special
2015,4,27,450,722,-75,HIGH
2015,4,27,64,905,-108,Special
2015,4,28,384,701,-21,HIGH
2015,4,28,55,813,-92,Special
2015,4,29,244,798,97,HIGH
2015,4,29,35,923,110,Special
2015,4,30,266,839,41,HIGH
2015,4,30,38,940,17,Special
2015,5,1,290,818,-21,HIGH
2015,5,1,41,916,-24,Special
2015,5,2,278,843,25,HIGH
2015,5,2,40,936,20,Special
2015,5,4,412,830,-13,HIGH
2015,5,4,59,933,-3,Special
2015,5,5,308,861,31,HIGH
2015,5,5,44,927,-6,Special
2015,5,6,351,822,-39,HIGH
2015,5,6,50,953,26,Special
2015,5,7,428,768,-54,HIGH
2015,5,7,61,877,-76,Special
2015,5,8,386,759,-9,HIGH
2015,5,8,55,876,-1,Special
2015,5,9,298,738,-21,HIGH
2015,5,9,43,876,0,Special
2015,5,11,409,754,16,HIGH
2015,5,11,58,861,-15,Special
2015,5,12,224,817,63,HIGH
2015,5,12,32,957,96,Special
2015,5,13,286,850,33,HIGH
2015,5,13,41,953,-4,Special
2015,5,14,338,801,-49,HIGH
2015,5,14,48,926,-27,Special
2015,5,15,429,748,-53,HIGH
2015,5,15,61,845,-81,Special
2015,5,16,378,732,-16,HIGH
2015,5,16,54,846,1,Special
2015,5,18,424,637,-95,HIGH
2015,5,18,61,816,-30,Special
2015,5,19,232,701,64,HIGH
2015,5,19,33,841,25,Special
2015,5,20,368,754,53,HIGH
2015,5,20,53,832,-9,Special
2015,5,21,361,715,-39,HIGH
2015,5,21,52,805,-27,Special
2015,5,22,435,672,-43,HIGH
2015,5,22,62,767,-38,Special
2015,5,23,326,673,1,HIGH
2015,5,23,46,762,-5,Special
2015,5,25,392,650,-23,HIGH
2015,5,25,56,769,7,Special
2015,5,26,367,650,0,HIGH
2015,5,26,52,733,-36,Special
2015,5,27,394,618,-32,HIGH
2015,5,27,56,683,-50,Special
2015,5,28,366,606,-12,HIGH
2015,5,28,52,671,-12,Special
2015,5,29,323,580,-26,HIGH
2015,5,29,46,665,-6,Special
2015,5,30,275,612,32,HIGH
2015,5,30,39,685,20,Special
2015,6,1,302,707,95,HIGH
2015,6,1,43,776,91,Special
2015,6,2,336,686,-21,HIGH
2015,6,2,48,791,15,Special
2015,6,3,315,710,24,HIGH
2015,6,3,45,802,11,Special
2015,6,4,292,745,35,HIGH
2015,6,4,42,815,13,Special
2015,6,5,280,808,63,HIGH
2015,6,5,40,895,80,Special
2015,6,6,196,939,131,HIGH
2015,6,6,28,1037,142,Special
2015,6,8,442,875,-64,HIGH
2015,6,8,63,1037,0,Special
2015,6,9,302,941,66,HIGH
2015,6,9,43,1091,54,Special
2015,6,10,383,890,-51,HIGH
2015,6,10,55,1024,-67,Special
2015,6,11,331,868,-22,HIGH
2015,6,11,47,943,-81,Special
2015,6,12,324,860,-8,HIGH
2015,6,12,46,950,7,Special
2015,6,13,319,856,-4,HIGH
2015,6,13,46,930,-20,Special
2015,6,15,349,870,14,HIGH
2015,6,15,50,956,26,Special
2015,6,16,198,966,96,HIGH
2015,6,16,28,1065,109,Special
2015,6,17,268,1005,39,HIGH
2015,6,17,38,1155,90,Special
2015,6,18,260,1051,46,HIGH
2015,6,18,37,1215,60,Special
2015,6,19,258,1141,90,HIGH
2015,6,19,37,1325,110,Special
2015,6,20,232,1352,211,HIGH
2015,6,20,33,1574,249,Special
2015,6,22,369,1320,-32,HIGH
2015,6,22,53,1587,13,Special
2015,6,23,308,1138,-182,HIGH
