year,month,day,intake,avg_price,gap,rate
2016,1,4,66,22095,0,HIGH
2016,1,4,9,26576,0,Special
2016,1,5,41,25509,3414,HIGH
2016,1,5,6,33444,6868,Special
2016,1,6,50,25509,0,HIGH
2016,1,6,7,27051,-6393,Special
2016,1,7,27,25509,0,HIGH
2016,1,7,4,27051,0,Special
2016,1,8,49,23372,-2137,HIGH
2016,1,8,7,26167,-884,Special
2016,1,9,31,26426,3054,HIGH
2016,1,9,4,36000,9833,Special
2016,1,11,46,25199,-1227,HIGH
2016,1,11,6,28269,-7731,Special
2016,1,12,33,17292,-7907,HIGH
2016,1,12,5,19818,-8451,Special
2016,1,13,45,25165,7873,HIGH
2016,1,13,6,30000,10182,Special
2016,1,14,24,25165,0,HIGH
2016,1,14,3,30000,0,Special
2016,1,15,46,28347,3182,HIGH
2016,1,15,7,30625,625,Special
2016,1,16,33,19590,-8757,HIGH
2016,1,16,5,26000,-4625,Special
2016,1,18,45,30280,10690,HIGH
2016,1,18,6,33613,7613,Special
2016,1,19,34,24351,-5929,HIGH
2016,1,19,5,28000,-5613,Special
2016,1,20,31,31405,7054,HIGH
2016,1,20,4,35841,7841,Special
2016,1,21,20,31405,0,HIGH
2016,1,21,3,35841,0,Special
2016,1,22,48,32406,1001,HIGH
2016,1,22,7,35643,-198,Special
2016,1,23,34,32406,0,HIGH
2016,1,23,5,35643,0,Special
2016,1,25,38,32091,-315,HIGH
2016,1,25,5,35208,-435,Special
2016,1,26,37,22917,-9174,HIGH
2016,1,26,5,26000,-9208,Special
2016,1,27,37,29500,6583,HIGH
2016,1,27,5,34486,8486,Special
2016,1,28,27,11293,-18207,HIGH
2016,1,28,4,20857,-13629,Special
2016,1,29,52,31864,20571,HIGH
2016,1,29,7,36209,15352,Special
2016,1,30,33,31864,0,HIGH
2016,1,30,5,36209,0,Special
2016,2,1,48,33968,2104,HIGH
2016,2,1,7,39351,3142,Special
2016,2,2,26,33968,0,HIGH
2016,2,2,4,39351,0,Special
2016,2,3,38,36539,2571,HIGH
2016,2,3,5,40000,649,Special
2016,2,4,29,36539,0,HIGH
2016,2,4,4,40000,0,Special
2016,2,5,58,39984,3445,HIGH
2016,2,5,8,44548,4548,Special
2016,2,6,41,39016,-968,HIGH
2016,2,6,6,45700,1152,Special
2016,2,11,48,32483,-6533,HIGH
2016,2,11,7,33000,-12700,Special
2016,2,12,90,31254,-1229,HIGH
2016,2,12,13,39679,6679,Special
2016,2,13,61,26024,-5230,HIGH
2016,2,13,9,27000,-12679,Special
2016,2,15,68,26598,574,HIGH
2016,2,15,10,32430,5430,Special
2016,2,16,39,26673,75,HIGH
2016,2,16,6,31750,-680,Special
2016,2,17,40,30776,4103,HIGH
2016,2,17,6,35203,3453,Special
2016,2,18,41,30776,0,HIGH
2016,2,18,6,36000,797,Special
2016,2,19,58,29991,-785,HIGH
2016,2,19,8,34859,-1141,Special
2016,2,20,42,31881,1890,HIGH
2016,2,20,6,37268,2409,Special
2016,2,22,58,31417,-464,HIGH
2016,2,22,8,36000,-1268,Special
2016,2,23,41,31210,-207,HIGH
2016,2,23,6,33574,-2426,Special
2016,2,24,46,31097,-113,HIGH
2016,2,24,7,33815,241,Special
2016,2,25,47,31097,0,HIGH
2016,2,25,7,36000,2185,Special
2016,2,26,56,27534,-3563,HIGH
2016,2,26,8,34859,-1141,Special
2016,2,27,55,31133,3599,HIGH
2016,2,27,8,32626,-2233,Special
2016,2,29,60,30149,-984,HIGH
2016,2,29,9,36512,3886,Special
2016,3,1,40,28882,-1267,HIGH
2016,3,1,6,32295,-4217,Special
2016,3,2,53,30149,1267,HIGH
2016,3,2,8,38180,5885,Special
2016,3,3,44,32217,2068,HIGH
2016,3,3,6,35000,-3180,Special
2016,3,4,64,32865,648,HIGH
2016,3,4,9,39508,4508,Special
2016,3,5,50,32941,76,HIGH
2016,3,5,7,37907,-1601,Special
2016,3,7,67,31867,-1074,HIGH
2016,3,7,10,39465,1558,Special
2016,3,8,57,34295,2428,HIGH
2016,3,8,8,38558,-907,Special
2016,3,9,58,35475,1180,HIGH
2016,3,9,8,41262,2704,Special
2016,3,10,44,37452,1977,HIGH
2016,3,10,6,42275,1013,Special
2016,3,11,63,36463,-989,HIGH
2016,3,11,9,40984,-1291,Special
2016,3,12,62,29198,-7265,HIGH
2016,3,12,9,38494,-2490,Special
2016,3,14,83,30503,1305,HIGH
2016,3,14,12,37141,-1353,Special
2016,3,15,62,33104,2601,HIGH
2016,3,15,9,38971,1830,Special
2016,3,16,65,31263,-1841,HIGH
2016,3,16,9,36209,-2762,Special
2016,3,17,48,32908,1645,HIGH
2016,3,17,7,37100,891,Special
2016,3,18,69,33883,975,HIGH
2016,3,18,10,42240,5140,Special
2016,3,19,61,30879,-3004,HIGH
2016,3,19,9,35550,-6690,Special
2016,3,21,93,28617,-2262,HIGH
2016,3,21,13,34000,-1550,Special
2016,3,22,73,31710,3093,HIGH
2016,3,22,10,34622,622,Special
2016,3,23,69,32141,431,HIGH
2016,3,23,10,42000,7378,Special
2016,3,24,61,32390,249,HIGH
2016,3,24,9,34696,-7304,Special
2016,3,25,88,29304,-3086,HIGH
2016,3,25,12,34522,-174,Special
2016,3,26,84,29217,-87,HIGH
2016,3,26,12,34432,-90,Special
2016,3,28,98,26510,-2707,HIGH
2016,3,28,14,33187,-1245,Special
2016,3,29,76,28642,2132,HIGH
2016,3,29,11,35429,2242,Special
2016,3,30,81,27318,-1324,HIGH
2016,3,30,12,32305,-3124,Special
2016,3,31,61,28863,1545,HIGH
2016,3,31,9,30552,-1753,Special
2016,4,1,93,27341,-1522,HIGH
2016,4,1,13,32446,1894,Special
2016,4,2,77,28589,1248,HIGH
2016,4,2,11,34259,1813,Special
2016,4,4,113,26231,-2358,HIGH
2016,4,4,16,33803,-456,Special
2016,4,5,77,23627,-2604,HIGH
2016,4,5,11,28467,-5336,Special
2016,4,6,81,24699,1072,HIGH
2016,4,6,12,32738,4271,Special
2016,4,7,65,23675,-1024,HIGH
2016,4,7,9,32923,185,Special
2016,4,8,84,27022,3347,HIGH
2016,4,8,12,32829,-94,Special
2016,4,9,76,24484,-2538,HIGH
2016,4,9,11,33423,594,Special
2016,4,11,117,27939,3455,HIGH
2016,4,11,17,32194,-1229,Special
2016,4,12,95,24030,-3909,HIGH
2016,4,12,14,30049,-2145,Special
2016,4,13,95,25082,1052,HIGH
2016,4,13,14,29510,-539,Special
2016,4,14,68,25502,420,HIGH
2016,4,14,10,28000,-1510,Special
2016,4,15,108,25450,-52,HIGH
2016,4,15,15,31014,3014,Special
2016,4,16,87,22713,-2737,HIGH
2016,4,16,12,26433,-4581,Special
2016,4,18,137,23609,896,HIGH
2016,4,18,20,27259,826,Special
2016,4,19,103,21726,-1883,HIGH
2016,4,19,15,24569,-2690,Special
2016,4,20,112,20981,-745,HIGH
2016,4,20,16,24248,-321,Special
2016,4,21,81,19640,-1341,HIGH
2016,4,21,12,23986,-262,Special
2016,4,22,117,19634,-6,HIGH
2016,4,22,17,22469,-1517,Special
2016,4,23,113,17273,-2361,HIGH
2016,4,23,16,20558,-1911,Special
2016,4,25,147,17458,185,HIGH
2016,4,25,21,21547,989,Special
2016,4,26,100,19921,2463,HIGH
2016,4,26,14,30000,8453,Special
2016,4,27,114,16624,-3297,HIGH
2016,4,27,16,22106,-7894,Special
2016,4,28,75,17210,586,HIGH
2016,4,28,11,21429,-677,Special
2016,4,29,126,21061,3851,HIGH
2016,4,29,18,30000,8571,Special
2016,4,30,113,17345,-3716,HIGH
2016,4,30,16,20593,-9407,Special
2016,5,2,163,16277,-1068,HIGH
2016,5,2,23,19004,-1589,Special
2016,5,3,128,15935,-342,HIGH
2016,5,3,18,21183,2179,Special
2016,5,4,146,15731,-204,HIGH
2016,5,4,21,17474,-3709,Special
2016,5,5,114,16891,1160,HIGH
2016,5,5,16,27344,9870,Special
2016,5,6,133,15068,-1823,HIGH
2016,5,6,19,17110,-10234,Special
2016,5,7,122,11904,-3164,HIGH
2016,5,7,18,15607,-1503,Special
2016,5,9,169,12217,313,HIGH
2016,5,9,24,15859,252,Special
2016,5,10,128,12415,198,HIGH
2016,5,10,18,19794,3935,Special
2016,5,11,134,14388,1973,HIGH
2016,5,11,19,25527,5733,Special
2016,5,12,111,13809,-579,HIGH
2016,5,12,16,20500,-5027,Special
2016,5,13,133,14311,502,HIGH
2016,5,13,19,16575,-3925,Special
2016,5,14,129,12916,-1395,HIGH
2016,5,14,18,15686,-889,Special
2016,5,16,168,12773,-143,HIGH
2016,5,16,24,15915,229,Special
2016,5,17,120,12315,-458,HIGH
2016,5,17,17,18490,2575,Special
2016,5,18,125,12367,52,HIGH
2016,5,18,18,18267,-223,Special
2016,5,19,113,11713,-654,HIGH
2016,5,19,16,17635,-632,Special
2016,5,20,117,11935,222,HIGH
2016,5,20,17,15438,-2197,Special
2016,5,21,106,12052,117,HIGH
2016,5,21,15,14323,-1115,Special
2016,5,23,154,12318,266,HIGH
2016,5,23,22,14334,11,Special
2016,5,24,112,13038,720,HIGH
2016,5,24,16,19292,4958,Special
2016,5,25,115,13547,509,HIGH
2016,5,25,16,20283,991,Special
2016,5,26,107,13612,65,HIGH
2016,5,26,15,15000,-5283,Special
2016,5,27,133,13636,24,HIGH
2016,5,27,19,15840,840,Special
2016,5,28,130,12960,-676,HIGH
2016,5,28,19,16024,184,Special
2016,5,30,195,12082,-878,HIGH
2016,5,30,28,14272,-1752,Special
2016,5,31,141,11240,-842,HIGH
2016,5,31,20,13112,-1160,Special
2016,6,1,142,11065,-175,HIGH
2016,6,1,20,12866,-246,Special
2016,6,2,110,11282,217,HIGH
2016,6,2,16,12854,-12,Special
2016,6,3,152,11253,-29,HIGH
2016,6,3,22,12689,-165,Special
2016,6,4,121,10757,-496,HIGH
2016,6,4,17,13542,853,Special
2016,6,6,176,10263,-494,HIGH
2016,6,6,25,13465,-77,Special
2016,6,7,139,9589,-674,HIGH
2016,6,7,20,12667,-798,Special
2016,6,8,147,9420,-169,HIGH
