DATE,품목명,총반입량,전일,전년,서울청과,농협,중앙청과,동화청과,한국청과,대아청과
2023-11-16,토마토,86,97,149,35,10,32,6,3,0
2023-11-15,토마토,98,96,151,44,8,28,10,7,0
2023-11-14,토마토,96,136,188,45,3,38,6,4,0
2023-11-13,토마토,135,0,0,37,17,68,13,1,0
2023-11-11,토마토,108,90,160,47,9,41,6,5,0
2023-11-10,토마토,90,102,129,21,8,51,7,3,0
2023-11-09,토마토,102,109,171,39,11,45,5,2,0
2023-11-08,토마토,109,83,151,44,10,44,6,5,0
2023-11-07,토마토,84,172,182,18,7,45,4,9,0
2023-11-06,토마토,171,0,0,65,14,80,10,3,0
2023-11-03,토마토,178,95,159,51,18,91,11,6,0
2023-11-02,토마토,94,99,200,40,7,37,10,1,0
2023-11-01,토마토,99,118,177,37,7,45,8,2,0
2023-10-31,토마토,118,143,227,42,8,57,7,4,0
2023-10-30,토마토,143,0,0,40,17,66,13,7,0
2023-10-28,토마토,91,109,191,29,4,47,7,4,0
2023-10-27,토마토,109,84,154,25,11,61,7,5,0
2023-10-26,토마토,84,99,175,38,5,31,7,3,0
2023-10-25,토마토,99,105,152,28,9,54,6,2,0
2023-10-24,토마토,105,123,211,39,7,52,4,3,0
2023-10-23,토마토,124,0,0,34,14,59,11,5,0
2023-10-21,토마토,108,98,192,37,10,48,8,4,0
2023-10-20,토마토,99,82,120,34,8,46,6,4,0
2023-10-19,토마토,82,76,170,31,11,32,5,3,0
2023-10-18,토마토,77,93,141,23,2,41,6,4,0
2023-10-17,토마토,93,111,193,36,5,49,2,1,0
2023-10-16,토마토,110,0,0,24,13,60,9,5,0
2023-10-14,토마토,73,80,176,25,8,37,3,0,0
2023-10-13,토마토,79,56,113,22,7,44,5,2,0
2023-10-12,토마토,56,71,161,25,5,24,2,0,0
2023-10-11,토마토,71,84,175,21,1,43,4,2,0
2023-10-10,토마토,84,133,235,27,21,31,4,1,0
2023-10-09,토마토,132,0,0,40,10,67,12,4,0
2023-10-07,토마토,92,118,178,40,6,40,6,0,0
2023-10-06,토마토,117,119,132,32,10,65,7,4,0
2023-10-05,토마토,120,144,146,39,9,64,6,1,0
2023-10-04,토마토,143,157,144,36,13,86,8,1,0
2023-10-03,토마토,157,231,184,55,18,67,12,5,0
2023-10-02,토마토,231,0,0,73,26,110,14,8,0
2023-09-28,토마토,95,203,143,22,8,56,8,1,0
2023-09-27,토마토,203,135,170,70,11,102,14,6,0
2023-09-26,토마토,135,185,234,48,8,69,7,3,0
2023-09-25,토마토,185,0,0,59,17,96,10,3,0
2023-09-23,토마토,129,85,197,43,12,62,10,2,0
2023-09-22,토마토,84,99,155,22,7,46,6,4,0
2023-09-21,토마토,98,115,191,32,5,49,11,2,0
2023-09-20,토마토,116,125,193,44,12,47,8,4,0
2023-09-19,토마토,126,190,246,44,16,50,9,6,0
