DATE,품목명,단위,등급명,평균가격,전일,전년
2024-02-15,토마토,5키로상자,특,"25,402","23,625","18,194"
2024-02-15,토마토,10키로상자,특,"48,979","48,979","46,000"
2024-02-14,토마토,5키로상자,특,"23,625","24,706","18,452"
2024-02-14,토마토,10키로상자,특,"48,979",0,"46,000"
2024-02-13,토마토,5키로상자,특,"24,706",0,0
2024-02-13,토마토,10키로상자,특,0,0,0
2024-02-12,토마토,5키로상자,특,0,0,"16,135"
2024-02-12,토마토,10키로상자,특,0,0,"51,476"
2024-02-11,토마토,5키로상자,특,0,0,"17,357"
2024-02-11,토마토,10키로상자,특,0,0,"51,476"
2024-02-09,토마토,5키로상자,특,"24,229",0,0
2024-02-09,토마토,10키로상자,특,"52,833",0,0
2024-02-08,토마토,5키로상자,특,"30,809",0,0
2024-02-08,토마토,10키로상자,특,"52,833",0,0
2024-02-07,토마토,5키로상자,특,"32,794",0,0
2024-02-07,토마토,10키로상자,특,"62,821",0,0
2024-02-06,토마토,5키로상자,특,"34,114",0,0
2024-02-06,토마토,10키로상자,특,"61,912",0,0
2024-02-05,토마토,5키로상자,특,"36,085",0,0
2024-02-05,토마토,10키로상자,특,"61,912",0,0
2024-02-03,토마토,5키로상자,특,"33,755",0,0
2024-02-03,토마토,10키로상자,특,"61,000",0,0
2024-02-02,토마토,5키로상자,특,"32,431",0,0
2024-02-02,토마토,10키로상자,특,"61,000",0,0
2024-02-01,토마토,5키로상자,특,"33,648","33,421","15,302"
2024-02-01,토마토,10키로상자,특,"58,769","58,769","37,000"
2024-01-31,토마토,5키로상자,특,"33,421","32,680","13,915"
2024-01-31,토마토,10키로상자,특,"58,769","59,774","37,000"
2024-01-30,토마토,5키로상자,특,"32,680","34,527",0
2024-01-30,토마토,10키로상자,특,"59,774","59,774",0
2024-01-29,토마토,5키로상자,특,"34,527",0,"12,168"
2024-01-29,토마토,10키로상자,특,"59,774",0,"36,875"
2024-01-28,토마토,5키로상자,특,0,"35,103","12,992"
2024-01-28,토마토,10키로상자,특,0,"46,000","36,875"
2024-01-27,토마토,5키로상자,특,"35,103","34,720","12,654"
2024-01-27,토마토,10키로상자,특,"46,000","58,964","14,000"
2024-01-26,토마토,5키로상자,특,"34,720","34,386","14,526"
2024-01-26,토마토,10키로상자,특,"58,964","62,286","34,944"
2024-01-25,토마토,5키로상자,특,"34,386","34,756",0
2024-01-25,토마토,10키로상자,특,"62,286","62,286",0
2024-01-24,토마토,5키로상자,특,"34,756","36,083",0
2024-01-24,토마토,10키로상자,특,"62,286","59,385",0
2024-01-23,토마토,5키로상자,특,"36,083","36,429",0
2024-01-23,토마토,10키로상자,특,"59,385","59,385",0
2024-01-22,토마토,5키로상자,특,"36,429",0,"14,767"
2024-01-22,토마토,10키로상자,특,"59,385",0,"5,500"
2024-01-21,토마토,5키로상자,특,0,"29,541","15,909"
2024-01-21,토마토,10키로상자,특,0,"62,000","36,447"
2024-01-20,토마토,5키로상자,특,"29,541","30,145","16,573"
2024-01-20,토마토,10키로상자,특,"62,000","62,000","34,130"
2024-01-19,토마토,5키로상자,특,"30,145","30,000","14,263"
2024-01-19,토마토,10키로상자,특,"62,000","60,136","34,130"
2024-01-18,토마토,5키로상자,특,"30,000","28,834","14,463"
2024-01-18,토마토,10키로상자,특,"60,136","60,136","32,108"
2024-01-17,토마토,5키로상자,특,"28,834","27,473","14,483"
2024-01-17,토마토,10키로상자,특,"60,136","57,435","32,108"
2024-01-16,토마토,5키로상자,특,"27,473","27,392",0
2024-01-16,토마토,10키로상자,특,"57,435","57,435",0
2024-01-15,토마토,5키로상자,특,"27,392",0,"13,360"
2024-01-15,토마토,10키로상자,특,"57,435",0,"32,400"
2024-01-14,토마토,5키로상자,특,0,"24,373","17,316"
2024-01-14,토마토,10키로상자,특,0,"56,389","32,400"
2024-01-13,토마토,5키로상자,특,"24,373","21,222","17,411"
2024-01-13,토마토,10키로상자,특,"56,389","56,389","31,000"
2024-01-12,토마토,5키로상자,특,"21,222","20,556","12,905"
2024-01-12,토마토,10키로상자,특,"56,389","56,000","31,000"
2024-01-11,토마토,5키로상자,특,"20,556","19,241","14,446"
2024-01-11,토마토,10키로상자,특,"56,000","56,000","29,419"
2024-01-10,토마토,5키로상자,특,"19,241",0,0
2024-01-10,토마토,10키로상자,특,"56,000",0,0
2024-01-09,토마토,5키로상자,특,"19,075",0,0
2024-01-09,토마토,10키로상자,특,"53,083",0,0
2024-01-08,토마토,5키로상자,특,"20,169",0,0
2024-01-08,토마토,10키로상자,특,"53,083",0,0
2024-01-06,토마토,5키로상자,특,"18,545",0,0
2024-01-06,토마토,10키로상자,특,"56,269",0,0
2024-01-05,토마토,5키로상자,특,"19,130",0,0
2024-01-05,토마토,10키로상자,특,"56,269",0,0
2024-01-04,토마토,5키로상자,특,"19,047",0,0
2024-01-04,토마토,10키로상자,특,"54,129",0,0
2024-01-03,토마토,5키로상자,특,"19,715",0,0
2024-01-03,토마토,10키로상자,특,"54,129",0,0
2024-01-01,토마토,5키로상자,특,0,0,"10,269"
2024-01-01,토마토,10키로상자,특,0,0,"28,000"
2023-12-31,토마토,5키로상자,특,0,"21,121","12,000"
2023-12-31,토마토,10키로상자,특,0,"59,000","28,000"
2023-12-30,토마토,5키로상자,특,"21,121","21,409","16,563"
2023-12-30,토마토,10키로상자,특,"59,000","64,538","29,680"
2023-12-29,토마토,5키로상자,특,"21,409","23,192","9,783"
2023-12-29,토마토,10키로상자,특,"64,538","63,500","29,680"
2023-12-28,토마토,5키로상자,특,"23,192","22,458","10,415"
2023-12-28,토마토,10키로상자,특,"63,500","63,500","29,964"
2023-12-27,토마토,5키로상자,특,"22,458","21,173","9,860"
2023-12-27,토마토,10키로상자,특,"63,500","51,000","29,964"
2023-12-26,토마토,5키로상자,특,"21,173","22,054",0
2023-12-26,토마토,10키로상자,특,"51,000","61,000",0
2023-12-25,토마토,5키로상자,특,"22,054",0,"10,012"
2023-12-25,토마토,10키로상자,특,"61,000",0,"27,657"
2023-12-24,토마토,5키로상자,특,0,"23,475","13,667"
2023-12-24,토마토,10키로상자,특,0,"60,000","27,657"
2023-12-23,토마토,5키로상자,특,"23,475","21,788","8,620"
2023-12-23,토마토,10키로상자,특,"60,000","60,000","25,000"
2023-12-22,토마토,5키로상자,특,"21,788","24,082","8,824"
2023-12-22,토마토,10키로상자,특,"60,000","46,333","24,556"
2023-12-21,토마토,5키로상자,특,"24,082","23,403","8,578"
2023-12-21,토마토,10키로상자,특,"46,333","58,000","30,333"
2023-12-20,토마토,5키로상자,특,"23,403","22,313","11,829"
2023-12-20,토마토,10키로상자,특,"58,000","54,333","25,261"
2023-12-19,토마토,5키로상자,특,"22,313","23,330",0
2023-12-19,토마토,10키로상자,특,"54,333","61,000",0
2023-12-18,토마토,5키로상자,특,"23,330",0,"8,859"
2023-12-18,토마토,10키로상자,특,"61,000",0,"29,364"
2023-12-17,토마토,5키로상자,특,0,"20,098","11,000"
2023-12-17,토마토,10키로상자,특,0,"46,591","25,000"
2023-12-16,토마토,5키로상자,특,"20,098","23,000","10,695"
2023-12-16,토마토,10키로상자,특,"46,591","63,250","28,600"
2023-12-15,토마토,5키로상자,특,"23,000","19,522","9,369"
2023-12-15,토마토,10키로상자,특,"63,250","55,000","27,000"
2023-12-14,토마토,5키로상자,특,"19,522","19,434","10,175"
2023-12-14,토마토,10키로상자,특,"55,000","55,727","23,286"
2023-12-13,토마토,5키로상자,특,"19,434","18,115","11,814"
2023-12-13,토마토,10키로상자,특,"55,727","64,211","24,000"
2023-12-12,토마토,5키로상자,특,"18,115","18,418",0
2023-12-12,토마토,10키로상자,특,"64,211","63,611",0
2023-12-11,토마토,5키로상자,특,"18,418",0,"9,732"
2023-12-11,토마토,10키로상자,특,"63,611",0,"27,091"
2023-12-09,토마토,5키로상자,특,"18,109",0,0
2023-12-09,토마토,10키로상자,특,"52,000",0,0
2023-12-08,토마토,5키로상자,특,"19,233",0,0
2023-12-08,토마토,10키로상자,특,"70,000",0,0
2023-12-07,토마토,5키로상자,특,"21,811",0,0
2023-12-07,토마토,10키로상자,특,"54,071",0,0
2023-12-06,토마토,5키로상자,특,"21,530",0,0
2023-12-06,토마토,10키로상자,특,"50,294",0,0
2023-12-05,토마토,5키로상자,특,"21,105",0,0
2023-12-05,토마토,10키로상자,특,"50,294",0,0
2023-12-04,토마토,5키로상자,특,"23,052",0,0
2023-12-04,토마토,10키로상자,특,"48,750",0,0
2023-12-02,토마토,5키로상자,특,"25,036",0,0
2023-12-02,토마토,10키로상자,특,"51,000",0,0
2023-12-01,토마토,5키로상자,특,"25,036","27,686","9,879"
2023-12-01,토마토,10키로상자,특,"51,000","43,500","22,000"
2023-11-30,토마토,5키로상자,특,"27,686","24,395","8,238"
2023-11-30,토마토,10키로상자,특,"43,500","38,000","19,959"
2023-11-29,토마토,5키로상자,특,"24,395","21,625","10,716"
2023-11-29,토마토,10키로상자,특,"38,000","48,000","31,586"
2023-11-28,토마토,5키로상자,특,"21,625","22,388",0
2023-11-28,토마토,10키로상자,특,"48,000","45,000",0
2023-11-27,토마토,5키로상자,특,"22,388",0,"8,783"
2023-11-27,토마토,10키로상자,특,"45,000",0,"23,953"
2023-11-26,토마토,5키로상자,특,0,"20,917","12,065"
2023-11-26,토마토,10키로상자,특,0,"53,548","32,861"
2023-11-25,토마토,5키로상자,특,"20,917","18,688","12,063"
2023-11-25,토마토,10키로상자,특,"53,548","65,000","26,500"
2023-11-24,토마토,5키로상자,특,"18,688","18,302","12,339"
2023-11-24,토마토,10키로상자,특,"65,000","68,000","27,353"
2023-11-23,토마토,5키로상자,특,"18,302","19,225","14,186"
2023-11-23,토마토,10키로상자,특,"68,000","60,000","32,326"
2023-11-22,토마토,5키로상자,특,"19,225","20,087","17,741"
2023-11-22,토마토,10키로상자,특,"60,000","63,273","37,833"
2023-11-21,토마토,5키로상자,특,"20,087","18,099",0
2023-11-21,토마토,10키로상자,특,"63,273","51,778",0
2023-11-20,토마토,5키로상자,특,"18,099",0,"15,147"
2023-11-20,토마토,10키로상자,특,"51,778",0,"23,411"
2023-11-19,토마토,5키로상자,특,0,"16,590","19,133"
2023-11-19,토마토,10키로상자,특,0,"50,500","36,755"
2023-11-18,토마토,5키로상자,특,"16,590","17,000","18,670"
2023-11-18,토마토,10키로상자,특,"50,500","48,000","23,000"
2023-11-17,토마토,5키로상자,특,"17,000","16,043","17,463"
2023-11-17,토마토,10키로상자,특,"48,000","46,800","33,950"
2023-11-16,토마토,5키로상자,특,"16,043","17,151","17,240"
2023-11-16,토마토,10키로상자,특,"46,800","40,591","26,649"
2023-11-15,토마토,5키로상자,특,"17,151","17,426","17,221"
2023-11-15,토마토,10키로상자,특,"40,591","36,522","33,529"
2023-11-14,토마토,5키로상자,특,"17,426","19,424",0
2023-11-14,토마토,10키로상자,특,"36,522","44,000",0
2023-11-13,토마토,5키로상자,특,"19,424",0,"16,806"
2023-11-13,토마토,10키로상자,특,"44,000",0,"29,229"
2023-11-12,토마토,5키로상자,특,0,"20,021","18,858"
2023-11-12,토마토,10키로상자,특,0,"38,808","38,708"
2023-11-11,토마토,5키로상자,특,"20,021","24,560","16,884"
2023-11-11,토마토,10키로상자,특,"38,808","48,844","30,093"
2023-11-10,토마토,5키로상자,특,"24,560",0,0
2023-11-10,토마토,10키로상자,특,"48,844",0,0
2023-11-09,토마토,5키로상자,특,"21,235",0,0
2023-11-09,토마토,10키로상자,특,"44,650",0,0
2023-11-08,토마토,5키로상자,특,"21,340",0,0
2023-11-08,토마토,10키로상자,특,"54,630",0,0
2023-11-07,토마토,5키로상자,특,"18,169",0,0
2023-11-07,토마토,10키로상자,특,"46,103",0,0
2023-11-06,토마토,5키로상자,특,"17,455",0,0
2023-11-06,토마토,10키로상자,특,"53,129",0,0
2023-11-04,토마토,5키로상자,특,"19,085",0,0
2023-11-04,토마토,10키로상자,특,"53,750",0,0
2023-11-03,토마토,5키로상자,특,"19,085",0,0
2023-11-03,토마토,10키로상자,특,"53,750",0,0
2023-11-02,토마토,5키로상자,특,"19,569",0,0
2023-11-02,토마토,10키로상자,특,"47,163",0,0
2023-11-01,토마토,5키로상자,특,"23,156","24,877","16,534"
2023-11-01,토마토,10키로상자,특,"40,405","47,722","34,257"
2023-10-31,토마토,5키로상자,특,"24,877","26,117",0
2023-10-31,토마토,10키로상자,특,"47,722","56,302",0
2023-10-30,토마토,5키로상자,특,"26,117",0,"17,076"
2023-10-30,토마토,10키로상자,특,"56,302",0,"33,551"
2023-10-29,토마토,5키로상자,특,0,"26,439","17,795"
2023-10-29,토마토,10키로상자,특,0,"57,712","36,176"
2023-10-28,토마토,5키로상자,특,"26,439","27,125","16,951"
2023-10-28,토마토,10키로상자,특,"57,712","63,308","35,045"
2023-10-27,토마토,5키로상자,특,"27,125","28,924","17,063"
2023-10-27,토마토,10키로상자,특,"63,308","44,172","34,682"
2023-10-26,토마토,5키로상자,특,"28,924","29,940","17,610"
2023-10-26,토마토,10키로상자,특,"44,172","60,093","35,096"
2023-10-25,토마토,5키로상자,특,"29,940","29,039","18,621"
2023-10-25,토마토,10키로상자,특,"60,093","55,692","33,955"
2023-10-24,토마토,5키로상자,특,"29,039","39,354",0
2023-10-24,토마토,10키로상자,특,"55,692","60,188",0
2023-10-23,토마토,5키로상자,특,"39,354",0,"18,617"
2023-10-23,토마토,10키로상자,특,"60,188",0,"32,468"
2023-10-22,토마토,5키로상자,특,0,"48,510","23,186"
2023-10-22,토마토,10키로상자,특,0,"64,303","34,286"
2023-10-21,토마토,5키로상자,특,"48,510","52,902","25,314"
2023-10-21,토마토,10키로상자,특,"64,303","71,769","38,552"
2023-10-20,토마토,5키로상자,특,"52,902","55,468","27,101"
2023-10-20,토마토,10키로상자,특,"71,769","75,000","38,000"
2023-10-19,토마토,5키로상자,특,"55,468","67,343","28,383"
2023-10-19,토마토,10키로상자,특,"75,000","89,789","36,313"
2023-10-18,토마토,5키로상자,특,"67,343","74,488","24,254"
2023-10-18,토마토,10키로상자,특,"89,789","80,406","37,027"
2023-10-17,토마토,5키로상자,특,"74,488","81,903",0
2023-10-17,토마토,10키로상자,특,"80,406","87,407",0
2023-10-16,토마토,5키로상자,특,"81,903",0,"23,965"
2023-10-16,토마토,10키로상자,특,"87,407",0,"40,421"
2023-10-15,토마토,5키로상자,특,0,"80,075","20,627"
2023-10-15,토마토,10키로상자,특,0,"91,000","44,000"
2023-10-14,토마토,5키로상자,특,"80,075","47,419","21,330"
2023-10-14,토마토,10키로상자,특,"91,000","92,241","44,000"
2023-10-13,토마토,5키로상자,특,"47,419","36,577","19,628"
2023-10-13,토마토,10키로상자,특,"92,241","84,923","37,314"
2023-10-12,토마토,5키로상자,특,"36,577","33,243","19,080"
2023-10-12,토마토,10키로상자,특,"84,923","69,643","33,000"
2023-10-11,토마토,5키로상자,특,"33,243","33,540","23,000"
2023-10-11,토마토,10키로상자,특,"69,643","68,000","40,964"
2023-10-10,토마토,5키로상자,특,"33,540",0,0
2023-10-10,토마토,10키로상자,특,"68,000",0,0
2023-10-09,토마토,5키로상자,특,"30,070",0,0
2023-10-09,토마토,10키로상자,특,"58,879",0,0
2023-10-07,토마토,5키로상자,특,"33,072",0,0
2023-10-07,토마토,10키로상자,특,"48,815",0,0
2023-10-06,토마토,5키로상자,특,"29,817",0,0
2023-10-06,토마토,10키로상자,특,"42,390",0,0
2023-10-05,토마토,5키로상자,특,"26,346",0,0
2023-10-05,토마토,10키로상자,특,"36,550",0,0
2023-10-04,토마토,5키로상자,특,"23,365",0,0
2023-10-04,토마토,10키로상자,특,"35,695",0,0
2023-10-03,토마토,5키로상자,특,"20,473",0,0
2023-10-03,토마토,10키로상자,특,"41,108",0,0
2023-10-02,토마토,5키로상자,특,"19,502",0,0
2023-10-02,토마토,10키로상자,특,"37,311",0,0
2023-10-01,토마토,5키로상자,특,0,0,"46,763"
2023-10-01,토마토,10키로상자,특,0,0,"56,386"
2023-09-30,토마토,5키로상자,특,0,0,"44,556"
2023-09-30,토마토,10키로상자,특,0,0,"51,577"
2023-09-29,토마토,5키로상자,특,0,"22,230","33,416"
2023-09-29,토마토,10키로상자,특,0,"25,646","45,364"
2023-09-28,토마토,5키로상자,특,"22,230","31,384","26,127"
2023-09-28,토마토,10키로상자,특,"25,646","51,447","40,186"
2023-09-27,토마토,5키로상자,특,"31,384","42,399","24,513"
2023-09-27,토마토,10키로상자,특,"51,447","54,404","33,880"
2023-09-26,토마토,5키로상자,특,"42,399","46,374",0
2023-09-26,토마토,10키로상자,특,"54,404","57,014",0
2023-09-25,토마토,5키로상자,특,"46,374",0,"23,343"
2023-09-25,토마토,10키로상자,특,"57,014",0,"36,671"
2023-09-24,토마토,5키로상자,특,0,"65,393","27,587"
2023-09-24,토마토,10키로상자,특,0,"59,070","46,873"
2023-09-23,토마토,5키로상자,특,"65,393","62,900","25,613"
2023-09-23,토마토,10키로상자,특,"59,070","78,939","50,000"
2023-09-22,토마토,5키로상자,특,"62,900","40,649","25,283"
2023-09-22,토마토,10키로상자,특,"78,939","77,444","44,451"
2023-09-21,토마토,5키로상자,특,"40,649","35,736","19,948"
2023-09-21,토마토,10키로상자,특,"77,444","71,514","41,553"
2023-09-20,토마토,5키로상자,특,"35,736","30,762","19,717"
2023-09-20,토마토,10키로상자,특,"71,514","65,238","39,488"
2023-09-19,토마토,5키로상자,특,"30,762","29,785",0
2023-09-19,토마토,10키로상자,특,"65,238","63,122",0
2023-09-18,토마토,5키로상자,특,"29,785",0,"17,950"
2023-09-18,토마토,10키로상자,특,"63,122",0,"41,483"
2023-09-17,토마토,5키로상자,특,0,"27,020","19,927"
2023-09-17,토마토,10키로상자,특,0,"54,061","32,815"
2023-09-16,토마토,5키로상자,특,"27,020","26,791","19,293"
2023-09-16,토마토,10키로상자,특,"54,061","58,237","31,672"
2023-09-15,토마토,5키로상자,특,"26,791","28,815","17,618"
2023-09-15,토마토,10키로상자,특,"58,237","55,452","28,966"
2023-09-14,토마토,5키로상자,특,"28,815","34,001","14,031"
2023-09-14,토마토,10키로상자,특,"55,452","52,449","29,805"
2023-09-13,토마토,5키로상자,특,"34,001","32,605",0
2023-09-13,토마토,10키로상자,특,"52,449","57,894",0
2023-09-12,토마토,5키로상자,특,"32,605","31,698",0
2023-09-12,토마토,10키로상자,특,"57,894","68,961",0
2023-09-11,토마토,5키로상자,특,"31,698",0,0
2023-09-11,토마토,10키로상자,특,"68,961",0,0
2023-09-09,토마토,5키로상자,특,"38,566",0,0
2023-09-09,토마토,10키로상자,특,"70,529",0,0
2023-09-08,토마토,5키로상자,특,"38,177",0,0
2023-09-08,토마토,10키로상자,특,"69,872",0,0
2023-09-07,토마토,5키로상자,특,"38,031",0,0
2023-09-07,토마토,10키로상자,특,"62,231",0,0
2023-09-06,토마토,5키로상자,특,"39,023",0,0
2023-09-06,토마토,10키로상자,특,"73,638",0,0
2023-09-05,토마토,5키로상자,특,"37,759",0,0
2023-09-05,토마토,10키로상자,특,"68,385",0,0
2023-09-04,토마토,5키로상자,특,"38,168",0,0
2023-09-04,토마토,10키로상자,특,"64,825",0,0
2023-09-02,토마토,5키로상자,특,"38,615",0,0
2023-09-02,토마토,10키로상자,특,"65,061",0,0
2023-09-01,토마토,5키로상자,특,"38,263","38,419","27,322"
2023-09-01,토마토,10키로상자,특,"59,735","54,375","34,606"
2023-08-31,토마토,5키로상자,특,"38,419","32,060","28,714"
2023-08-31,토마토,10키로상자,특,"54,375","46,432","34,132"
2023-08-30,토마토,5키로상자,특,"32,060","30,424","29,998"
2023-08-30,토마토,10키로상자,특,"46,432","43,974","36,457"
2023-08-29,토마토,5키로상자,특,"30,424","26,858",0
2023-08-29,토마토,10키로상자,특,"43,974","44,179",0
2023-08-28,토마토,5키로상자,특,"26,858",0,"35,935"
2023-08-28,토마토,10키로상자,특,"44,179",0,"37,909"
2023-08-27,토마토,5키로상자,특,0,"30,702","27,779"
2023-08-27,토마토,10키로상자,특,0,"47,184","38,044"
2023-08-26,토마토,5키로상자,특,"30,702","31,318","21,411"
2023-08-26,토마토,10키로상자,특,"47,184","50,906","37,425"
2023-08-25,토마토,5키로상자,특,"31,318","30,693","17,509"
2023-08-25,토마토,10키로상자,특,"50,906","56,326","40,558"
2023-08-24,토마토,5키로상자,특,"30,693","26,580","15,303"
2023-08-24,토마토,10키로상자,특,"56,326","56,147","37,219"
2023-08-23,토마토,5키로상자,특,"26,580","25,020","14,296"
2023-08-23,토마토,10키로상자,특,"56,147","57,353","37,983"
2023-08-22,토마토,5키로상자,특,"25,020","24,340",0
2023-08-22,토마토,10키로상자,특,"57,353","55,547",0
2023-08-21,토마토,5키로상자,특,"24,340",0,"14,969"
2023-08-21,토마토,10키로상자,특,"55,547",0,"37,821"
2023-08-20,토마토,5키로상자,특,0,"30,370","15,008"
2023-08-20,토마토,10키로상자,특,0,"55,932","44,486"
2023-08-19,토마토,5키로상자,특,"30,370","20,683","12,859"
2023-08-19,토마토,10키로상자,특,"55,932","56,471","46,613"
2023-08-18,토마토,5키로상자,특,"20,683","18,199","12,689"
2023-08-18,토마토,10키로상자,특,"56,471","50,963","33,576"
2023-08-17,토마토,5키로상자,특,"18,199","18,075","12,603"
2023-08-17,토마토,10키로상자,특,"50,963","47,105","29,321"
2023-08-16,토마토,5키로상자,특,"18,075","17,978","14,405"
2023-08-16,토마토,10키로상자,특,"47,105","38,296","27,247"
2023-08-15,토마토,5키로상자,특,"17,978","18,328",0
2023-08-15,토마토,10키로상자,특,"38,296","34,853",0
2023-08-14,토마토,5키로상자,특,"18,328",0,"14,468"
2023-08-14,토마토,10키로상자,특,"34,853",0,"25,519"
2023-08-13,토마토,5키로상자,특,0,"16,940","15,540"
2023-08-13,토마토,10키로상자,특,0,"34,409","29,516"
2023-08-12,토마토,5키로상자,특,"16,940","19,243","16,147"
2023-08-12,토마토,10키로상자,특,"34,409","35,818","24,752"
2023-08-11,토마토,5키로상자,특,"19,243","19,335","16,327"
2023-08-11,토마토,10키로상자,특,"35,818","34,961","26,720"
2023-08-10,토마토,5키로상자,특,"19,335",0,0
2023-08-10,토마토,10키로상자,특,"34,961",0,0
2023-08-09,토마토,5키로상자,특,"18,087",0,0
2023-08-09,토마토,10키로상자,특,"38,517",0,0
2023-08-08,토마토,5키로상자,특,"16,743",0,0
2023-08-08,토마토,10키로상자,특,"40,820",0,0
2023-08-07,토마토,5키로상자,특,"19,221",0,0
2023-08-07,토마토,10키로상자,특,"41,528",0,0
2023-08-04,토마토,5키로상자,특,"30,615",0,0
2023-08-04,토마토,10키로상자,특,"45,235",0,0
2023-08-03,토마토,5키로상자,특,"17,086",0,0
2023-08-03,토마토,10키로상자,특,"42,622",0,0
2023-08-02,토마토,5키로상자,특,"15,182",0,0
2023-08-02,토마토,10키로상자,특,"42,814",0,0
2023-08-01,토마토,5키로상자,특,"14,278","13,272",0
2023-08-01,토마토,10키로상자,특,"38,070","34,867",0
2023-07-31,토마토,5키로상자,특,"13,272",0,"26,712"
2023-07-31,토마토,10키로상자,특,"34,867",0,"34,561"
2023-07-30,토마토,5키로상자,특,0,"12,693","31,595"
2023-07-30,토마토,10키로상자,특,0,"37,132","38,093"
2023-07-29,토마토,5키로상자,특,"12,693","13,859","22,009"
2023-07-29,토마토,10키로상자,특,"37,132","30,328","33,758"
2023-07-28,토마토,5키로상자,특,"13,859","13,231","19,259"
2023-07-28,토마토,10키로상자,특,"30,328","29,123","32,218"
2023-07-27,토마토,5키로상자,특,"13,231","14,421","23,348"
2023-07-27,토마토,10키로상자,특,"29,123","28,894","30,808"
2023-07-26,토마토,5키로상자,특,"14,421","13,251","25,010"
2023-07-26,토마토,10키로상자,특,"28,894","33,964","35,920"
2023-07-25,토마토,5키로상자,특,"13,251","15,960",0
2023-07-25,토마토,10키로상자,특,"33,964","35,750",0
2023-07-24,토마토,5키로상자,특,"15,960",0,"38,597"
2023-07-24,토마토,10키로상자,특,"35,750",0,"39,124"
2023-07-23,토마토,5키로상자,특,0,"14,501","46,000"
2023-07-23,토마토,10키로상자,특,0,"37,778","44,800"
2023-07-22,토마토,5키로상자,특,"14,501","15,577","39,479"
2023-07-22,토마토,10키로상자,특,"37,778","29,471","44,459"
2023-07-21,토마토,5키로상자,특,"15,577","15,506","27,965"
2023-07-21,토마토,10키로상자,특,"29,471","25,492","35,409"
2023-07-20,토마토,5키로상자,특,"15,506","15,556","24,000"
2023-07-20,토마토,10키로상자,특,"25,492","24,337","31,372"
2023-07-19,토마토,5키로상자,특,"15,556","14,654","23,749"
2023-07-19,토마토,10키로상자,특,"24,337","24,247","28,463"
2023-07-18,토마토,5키로상자,특,"14,654","18,448",0
2023-07-18,토마토,10키로상자,특,"24,247","23,942",0
2023-07-17,토마토,5키로상자,특,"18,448",0,"26,140"
2023-07-17,토마토,10키로상자,특,"23,942",0,"26,632"
2023-07-16,토마토,5키로상자,특,0,"17,462","24,314"
2023-07-16,토마토,10키로상자,특,0,"23,458","25,973"
2023-07-15,토마토,5키로상자,특,"17,462","22,000","19,050"
2023-07-15,토마토,10키로상자,특,"23,458","23,302","24,093"
2023-07-14,토마토,5키로상자,특,"22,000","19,000","17,471"
2023-07-14,토마토,10키로상자,특,"23,302","24,213","24,971"
2023-07-13,토마토,5키로상자,특,"19,000","17,961","18,715"
2023-07-13,토마토,10키로상자,특,"24,213","24,805","22,750"
2023-07-12,토마토,5키로상자,특,"17,961","17,111","17,450"
2023-07-12,토마토,10키로상자,특,"24,805","25,212","20,079"
2023-07-11,토마토,5키로상자,특,"17,111","16,442",0
2023-07-11,토마토,10키로상자,특,"25,212","24,667",0
2023-07-10,토마토,5키로상자,특,"16,442",0,0
2023-07-10,토마토,10키로상자,특,"24,667",0,0
2023-07-08,토마토,5키로상자,특,"18,243",0,0
2023-07-08,토마토,10키로상자,특,"24,938",0,0
2023-07-07,토마토,5키로상자,특,"25,098",0,0
2023-07-07,토마토,10키로상자,특,"25,202",0,0
2023-07-06,토마토,5키로상자,특,"20,029",0,0
2023-07-06,토마토,10키로상자,특,"22,962",0,0
2023-07-05,토마토,5키로상자,특,"15,851",0,0
2023-07-05,토마토,10키로상자,특,"22,733",0,0
2023-07-04,토마토,5키로상자,특,"13,000",0,0
2023-07-04,토마토,10키로상자,특,"22,036",0,0
2023-07-03,토마토,5키로상자,특,"11,268",0,0
2023-07-03,토마토,10키로상자,특,"19,635",0,0
2023-07-01,토마토,5키로상자,특,"10,003","10,083","6,867"
2023-07-01,토마토,10키로상자,특,"21,000","20,537","9,275"
2023-06-30,토마토,5키로상자,특,"10,083","10,841","7,701"
2023-06-30,토마토,10키로상자,특,"20,537","22,519","9,024"
2023-06-29,토마토,5키로상자,특,"10,841","11,405","7,443"
2023-06-29,토마토,10키로상자,특,"22,519","23,631","10,711"
2023-06-28,토마토,5키로상자,특,"11,405","11,517","8,956"
2023-06-28,토마토,10키로상자,특,"23,631","23,321","12,377"
2023-06-27,토마토,5키로상자,특,"11,517","11,426",0
2023-06-27,토마토,10키로상자,특,"23,321","21,000",0
2023-06-26,토마토,5키로상자,특,"11,426",0,"9,454"
2023-06-26,토마토,10키로상자,특,"21,000",0,"12,512"
2023-06-25,토마토,5키로상자,특,0,"12,394","10,115"
2023-06-25,토마토,10키로상자,특,0,"21,394","14,262"
2023-06-24,토마토,5키로상자,특,"12,394","12,526","9,605"
2023-06-24,토마토,10키로상자,특,"21,394","23,561","13,952"
2023-06-23,토마토,5키로상자,특,"12,526","13,432","10,125"
2023-06-23,토마토,10키로상자,특,"23,561","25,000","14,606"
2023-06-22,토마토,5키로상자,특,"13,432","12,109","11,392"
2023-06-22,토마토,10키로상자,특,"25,000","26,740","14,949"
2023-06-21,토마토,5키로상자,특,"12,109","11,116","11,379"
