year,month,day,intake,avg_price,gap,rate
2020,5,7,16,13475,0,Special
2020,5,8,16,12394,-1081,Special
2020,5,9,14,10504,-1890,Special
2020,5,11,20,11789,1285,Special
2020,5,12,16,10700,-1089,Special
2020,5,13,17,11156,456,Special
2020,5,14,20,11125,-31,Special
2020,5,15,23,10575,-550,Special
2020,5,16,14,9116,-1459,Special
2020,5,18,20,10198,1082,Special
2020,5,19,22,10876,678,Special
2020,5,20,17,10993,117,Special
2020,5,21,16,12800,1807,Special
2020,5,22,21,12186,-614,Special
2020,5,23,13,11257,-929,Special
2020,5,25,20,12383,1126,Special
2020,5,26,23,12872,489,Special
2020,5,27,15,12100,-772,Special
2020,5,28,18,12044,-56,Special
2020,5,29,22,10316,-1728,Special
2020,5,30,20,8248,-2068,Special
2020,6,1,20,9143,895,Special
2020,6,2,25,9365,222,Special
2020,6,3,30,7728,-1637,Special
2020,6,4,23,6940,-788,Special
2020,6,5,22,7650,710,Special
2020,6,6,17,7000,-650,Special
2020,6,8,19,8329,1329,Special
2020,6,9,16,9656,1327,Special
2020,6,10,19,9244,-412,Special
2020,6,11,23,8219,-1025,Special
2020,6,12,14,9400,1181,Special
2020,6,13,23,6682,-2718,Special
2020,6,15,12,12400,5718,Special
2020,6,16,20,10825,-1575,Special
2020,6,17,23,9403,-1422,Special
2020,6,18,24,8010,-1393,Special
2020,6,19,24,7286,-724,Special
2020,6,20,20,6931,-355,Special
2020,6,22,17,11017,4086,Special
2020,6,23,24,7967,-3050,Special
2020,6,24,20,10966,2999,Special
2020,6,25,24,10300,-666,Special
2020,6,26,14,7454,-2846,Special
2020,6,27,13,9064,1610,Special
2020,6,29,31,7841,-1223,Special
2020,6,30,26,8692,851,Special
2020,7,1,12,9442,750,Special
2020,7,2,26,7676,-1766,Special
2020,7,3,20,7926,250,Special
2020,7,4,15,9800,1874,Special
2020,7,6,29,8816,-984,Special
2020,7,7,25,9321,505,Special
2020,7,8,20,10521,1200,Special
2020,7,9,20,10625,104,Special
2020,7,10,18,10547,-78,Special
2020,7,11,7,15400,4853,Special
2020,7,13,29,11514,-3886,Special
2020,7,14,14,12418,904,Special
2020,7,15,18,13490,1072,Special
2020,7,16,25,12770,-720,Special
2020,7,17,18,11860,-910,Special
2020,7,18,17,11235,-625,Special
2020,7,20,17,16554,5319,Special
2020,7,21,17,17799,1245,Special
2020,7,22,24,12492,-5307,Special
2020,7,23,18,12869,377,Special
2020,7,24,19,16242,3373,Special
2020,7,25,11,15581,-661,Special
2020,7,27,31,12766,-2815,Special
2020,7,28,25,13273,507,Special
2020,7,29,19,12461,-812,Special
2020,7,30,16,13356,895,Special
2020,7,31,17,16260,2904,Special
2020,8,3,26,14588,-1672,Special
2020,8,4,16,15655,1067,Special
2020,8,5,22,14465,-1190,Special
2020,8,6,21,13637,-828,Special
2020,8,7,15,17537,3900,Special
2020,8,8,23,17020,-517,Special
2020,8,10,31,17333,313,Special
2020,8,11,22,18982,1649,Special
2020,8,12,23,19234,252,Special
2020,8,13,21,21310,2076,Special
2020,8,14,20,21648,338,Special
2020,8,15,18,22375,727,Special
2020,8,17,17,25446,3071,Special
2020,8,18,16,24366,-1080,Special
2020,8,19,22,23569,-797,Special
2020,8,20,19,23902,333,Special
2020,8,21,21,23414,-488,Special
2020,8,22,13,24085,671,Special
2020,8,24,21,30301,6216,Special
2020,8,25,23,25441,-4860,Special
2020,8,26,20,24828,-613,Special
